ID,Lattitude,Longtitude,Add+Sub,location
14959,-37.6475198,145.0424159,"18 Dryandra Av, Epping","Dryandra Avenue, Epping, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
14961,-37.6293017,145.0065569,"16 Lapis Ch, Epping","Lapis Chase, Epping, Melbourne, City of Whittlesea, Victoria, 3076, Australia"
14965,-37.6439595,145.0561195,"12 Pommel Cr, Epping","Pommel Crescent, Epping, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
14976,-37.7537858,144.9098337,"9 Washington St, Essendon","Washington Street, Essendon, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3040, Australia"
14977,-37.756491,144.9072004,"32a Waverley St, Essendon","Waverley Street, Essendon, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3040, Australia"
14996,-38.1713474,145.1515081,"9 Darius Av, Frankston","Darius Avenue, Frankston, Frankston South, Melbourne, City of Frankston, Victoria, 3199, Australia"
14997,-38.1439157,145.1635838,"25 Gretana Cr, Frankston","Gretana Crescent, Frankston, Frankston North, Melbourne, City of Frankston, Victoria, 3200, Australia"
15018,,,"14 Rudstone Bnd, Greenvale",
15037,,,"101/729 Burwood Rd, Hawthorn East",
15040,-37.8473501,145.0430256,"9A Kaikoura Av, Hawthorn East","Kaikoura Avenue, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
15047,-37.7459586,145.0518121,"40 Haig St, Heidelberg Heights","Haig Street, Heidelberg Heights, Melbourne, City of Banyule, Victoria, 3081, Australia"
15053,-37.8816726,144.6877876,"50 Canberra Av, Hoppers Crossing","Canberra Avenue, Woodville, Hoppers Crossing, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia"
15056,-37.851133,144.6724903,"23 Harkaway Av, Hoppers Crossing","Harkaway Avenue, Oakwood, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia"
15060,-37.8795254,144.6930789,"11 Wiltonvale Av, Hoppers Crossing","Wiltonvale Avenue, Woodville, Hoppers Crossing, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia"
15062,-37.9071277,145.0824593,"1/17 Moorookyle Av, Hughesdale","Moorookyle Avenue, Hughesdale, Melbourne, City of Monash, Victoria, 3617, Australia"
15063,-37.9071277,145.0824593,"2/17 Moorookyle Av, Hughesdale","Moorookyle Avenue, Hughesdale, Melbourne, City of Monash, Victoria, 3617, Australia"
15082,-37.792447,145.0245624,"26 Vaughan Cr, Kew","Vaughan Crescent, Kew, Melbourne, City of Boroondara, Victoria, 3101, Australia"
15091,-37.7277966,145.0654645,"16 Jacka St, MacLeod","Jacka Street, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia"
15092,-37.7255732,145.0707272,"1/62 May St, MacLeod","May Street, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia"
15093,-37.7218099,145.0728257,"15 Melrose Av, MacLeod","Melrose Avenue, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia"
15094,-37.7195365,145.0927878,"17 Pavey Ct, MacLeod","Pavey Court, Macleod, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
15103,-37.868377,145.0552195,"1B Glenbrook Av, Malvern East","Glenbrook Avenue, Malvern East, Melbourne, City of Stonnington, Victoria, 3146, Australia"
15110,-37.7829643,144.8969277,"46 Magazine Wy, Maribyrnong","Magazine Way, Maribyrnong, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
15112,-37.7879128,144.9002146,"6 Woodruff Av, Maribyrnong","Woodruff Avenue, Maribyrnong, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
15115,,,"56/449 St Kilda Rd, Melbourne",
15119,-37.6978932,144.5777345,"19 Kingsford Av, Melton South","Kingsford Avenue, Melton South, Melbourne, City of Melton, Victoria, 3337, Australia"
15125,-37.6103558,145.0884775,"16 Bellini Wy, Mernda","Bellini Way, Renaissance Rise Estate, Mernda, Melbourne, City of Whittlesea, Victoria, 3752, Australia"
15127,-37.5865459,145.0837809,"3 Pugh St, Mernda","Pugh Street, Mernda Villages Estate, Mernda, Melbourne, City of Whittlesea, Victoria, 3755, Australia"
15135,-37.6525799,145.0592008,"2/18 Farnham Cr, Mill Park","Farnham Crescent, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
15137,-37.6688553,145.055604,"117 Roycroft Av, Mill Park","Roycroft Avenue, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
15138,-37.660991,145.083771,"52 Stockdale Wy, Mill Park","Stockdale Way, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
15139,-37.8231676,145.2110576,"21 Culwell Av, Mitcham","Culwell Avenue, Ringwood, Heathmont, Melbourne, City of Maroondah, Victoria, 3132, Australia"
15142,-37.7178431,145.133373,"40 Adam Cr, Montmorency","40, Adam Crescent, Montmorency, Melbourne, City of Banyule, Victoria, 3094, Australia"
15143,-37.7140589,145.1200808,"2/54 Kelvin Av, Montmorency","2/54, Kelvin Avenue, Montmorency, Melbourne, City of Banyule, Victoria, 3094, Australia"
15148,,,"506/701 Mt Alexander Rd, Moonee Ponds",
15159,-37.8694942,145.1477431,"67 Larch Cr, Mount Waverley","Larch Crescent, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
15160,-37.8858549,145.1206672,"2/18 Leonie Av, Mount Waverley","Leonie Avenue, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
15167,-37.9296049,145.1712664,"2 Gregory Cr, Mulgrave","Gregory Crescent, Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia"
15169,-37.9219053,145.1648762,"101b Wanda St, Mulgrave","Wanda Street, Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia"
15174,-37.8996401,145.0672217,"13/9 Murrumbeena Cr, Murrumbeena","Murrumbeena Crescent, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
15182,-37.765512,144.9882861,"106/2 Beavers Rd, Northcote","Beavers Road, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia"
15184,-37.8094872,145.1774771,"2/71 Junction Rd, Nunawading","Junction Road, Nunawading, Melbourne, City of Whitehorse, Victoria, 3131, Australia"
15186,-37.7136102,144.9187192,"3/13 Cartwright St, Oak Park","Cartwright Street, Oak Park, Melbourne, City of Moreland, Victoria, 3046, Australia"
15189,-37.7187893,144.9285807,"1/43 Watt Av, Oak Park","Watt Avenue, Oak Park, Melbourne, City of Moreland, Victoria, 3046, Australia"
15198,-38.0868137,145.4847126,"31 Azalea Av, Pakenham","Azalea Avenue, Henty Park Estate, Pakenham, Melbourne, Shire of Cardinia, Victoria, 3810, Australia"
15200,-37.9924448,145.0887001,"2/88 Keith St, Parkdale","Keith Street, Mordialloc, Parkdale, Melbourne, City of Kingston, Victoria, 3195, Australia"
15207,-37.9012378,144.7495429,"8 Fuchsia Cr, Point Cook","Fuchsia Crescent, Lincoln Heath, Point Cook, Melbourne, City of Wyndham, Victoria, 3028, Australia"
15214,-37.8522627,144.9964913,"201/8 Bangs St, Prahran","Bangs Street, Windsor, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia"
15220,-37.7486947,144.9928436,"10/4 Austral Av, Preston","Austral Avenue, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
15222,-37.7523918,145.0087348,"3A Carlisle St, Preston","Carlisle Street, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
15224,-37.7509021,145.0056195,"7 Larne Gr, Preston","Larne Grove, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
15243,-37.7219567,145.0204364,"3/48 Goulburn Av, Reservoir","Goulburn Avenue, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia"
15245,-37.6987603,145.0184756,"7 Lambassa Gr, Reservoir","7, Lambassa Grove, Keon Park, Reservoir, Melbourne, City of Darebin, Victoria, 3074, Australia"
15249,-37.7110538,145.0127879,"2a Palm Av, Reservoir","Palm Avenue, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia"
15252,-37.7211374,145.0185594,"3/19 Tambo Av, Reservoir","Tambo Avenue, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia"
15261,-37.8192839,145.2629722,"3 Wingate Av, Ringwood East","Wingate Avenue, Ringwood East, Croydon South, Melbourne, City of Maroondah, Victoria, 3153, Australia"
15262,-37.8010498,145.224449,"28 Adolphson Av, Ringwood North","Adolphson Avenue, Ringwood North, Melbourne, City of Maroondah, Victoria, 3134, Australia"
15272,-37.947589,145.0048079,"205/18 Station St, Sandringham","Station Street, Sandringham, Hampton, Melbourne, City of Bayside, Victoria, 3188, Australia"
15278,-37.8065474,144.8862146,"60 Station Rd, Seddon","Station Road, Seddon, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
15284,-37.6310697,145.0692272,"3 Axa Wy, South Morang","Axa Way, South Morang, Melbourne, City of Whittlesea, Victoria, 3752, Australia"
15287,-37.6566556,145.0887103,"4 Kipping Ri, South Morang","Kipping Rise, South Morang, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
15295,,,"801/151 City Rd, Southbank",
15302,-37.7422816,144.815161,"2/44 Avondale Av, St Albans","Avondale Avenue, St Albans, Melbourne, City of Brimbank, Victoria, 3021, Australia"
15306,-37.8590056,144.9913294,"10 Cintra Av, St Kilda","Cintra Avenue, St Kilda, Balaclava, Melbourne, City of Port Phillip, Victoria, 3182, Australia"
15307,-37.8627683,144.987114,"2b Lambeth Pl, St Kilda","Lambeth Place, St Kilda, Balaclava, Melbourne, City of Port Phillip, Victoria, 3182, Australia"
15310,-37.7427938,144.9222481,"5 Columban Av, Strathmore","Columban Avenue, Strathmore, Melbourne, City of Moonee Valley, Victoria, 3041, Australia"
15311,-37.7367346,144.9056409,"42A Dublin Av, Strathmore","Dublin Avenue, Strathmore, Essendon North, Melbourne, City of Moonee Valley, Victoria, 3041, Australia"
15316,-37.7884253,144.8348218,"2a Martin St, Sunshine","Martin Street, Sunshine, Melbourne, City of Brimbank, Victoria, 3022, Australia"
15320,-37.7909896,144.789173,"16 Lauren La, Sunshine West","Lauren Lane, Glen Gala Estate, Sunshine West, Ardeer, Melbourne, City of Brimbank, Victoria, 3026, Australia"
15322,-37.7937683,144.8206713,"53 Sanders Av, Sunshine West","Sanders Avenue, Sunshine West, Sunshine, Melbourne, City of Brimbank, Victoria, 3022, Australia"
15330,-37.7533295,145.1529694,"5/8 Innisfallen Av, Templestowe","Innisfallen Avenue, Templestowe, Doncaster East, Melbourne, City of Manningham, Victoria, 3106, Australia"
15333,-37.7726565,145.1170439,"1/1 Gambier Av, Templestowe Lower","Gambier Avenue, Macedon Square, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
15345,-37.8399176,145.0128607,"3/24 Lascelles Av, Toorak","Lascelles Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
15358,-37.746037,145.1994449,"29 Lynette Av, Warrandyte","Lynette Avenue, Warrandyte, Melbourne, City of Manningham, Victoria, 3113, Australia"
15362,-37.6716519,145.1877318,"47 Neerim Ri, Wattle Glen","Neerim Rise, Wattle Glen, Melbourne, Shire of Nillumbik, Victoria, 3096, Australia"
15363,-37.9125783,144.6369638,"22 Beldale Av, Werribee","Beldale Avenue, Westleigh Gardens, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia"
15371,-37.8933984,144.6345752,"12 Whitehall Cr, Werribee","Whitehall Crescent, Windsor Park, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia"
15385,-37.6129705,145.0426084,"5 Amira Rd, Wollert","Amira Road, Eucalypt Estate, Wollert, Melbourne, City of Whittlesea, Victoria, 3750, Australia"
15386,-37.6187898,145.0009492,"13 Eynesbury Vw, Wollert","Eynesbury View, Aurora Estate, Wollert, Melbourne, City of Whittlesea, Victoria, 3750, Australia"
15387,-37.6131284,145.0412286,"31 Warruga Cr, Wollert","Warruga Crescent, Eucalypt Estate, Wollert, Melbourne, City of Whittlesea, Victoria, 3750, Australia"
15388,-37.8861383,144.6206143,"6 Oaktree Av, Wyndham Vale","Oaktree Avenue, Wyndham Green, Wyndham Vale, Melbourne, City of Wyndham, Victoria, 3024, Australia"
15392,-37.818093,144.8630837,"2b Stanger St, Yarraville","Stanger Street, Yarraville, Tottenham, Melbourne, City of Maribyrnong, Victoria, 3012, Australia"
15399,-37.7771376,144.8123078,"4 Westgate Av, Albion","Westgate Avenue, Albion, Ardeer, Melbourne, City of Brimbank, Victoria, 3020, Australia"
15407,-37.8266398,144.8532673,"71a Clematis Av, Altona North","Clematis Avenue, Altona North, South Kingsville, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
15408,-37.8293434,144.8471861,"1/8 Conway Ct, Altona North","Conway Court, Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia"
15410,-37.8402759,144.8488181,"58 Sixth Av, Altona North","Sixth Avenue, Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia"
15415,-37.7779702,144.9161948,"51 Dunlop Av, Ascot Vale","Dunlop Avenue, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
15416,-37.7838599,144.9179083,"7/60 Epsom Rd, Ascot Vale","Epsom Road, Flemington, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
15418,-37.7838371,144.9060072,"26 Langs Rd, Ascot Vale","Langs Road, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
15424,-37.8697749,145.0857401,"46 Warner Av, Ashburton","Warner Avenue, Ashburton, Melbourne, City of Boroondara, Victoria, 3147, Australia"
15428,-37.8672041,145.0954041,"1/18 May Park Av, Ashwood","May Park Avenue, Ashwood, Melbourne, City of Monash, Victoria, 3125, Australia"
15430,-38.0281811,145.1284268,"6 Hilda Mw, Aspendale Gardens","6, Hilda Mews, Aspendale Gardens, Melbourne, City of Kingston, Victoria, 3195, Australia"
15436,-37.8075834,145.0728295,"52 Elliott Av, Balwyn","Elliott Avenue, Balwyn, Deepdene, Melbourne, City of Boroondara, Victoria, 3103, Australia"
15439,-37.8069253,145.1040074,"3/103 Strabane Av, Balwyn","Strabane Avenue, Balwyn, Melbourne, City of Boroondara, Victoria, 3103, Australia"
15443,-37.800609,145.1032566,"25 Cumberland Av, Balwyn North","Cumberland Avenue, Balwyn North, Melbourne, City of Boroondara, Victoria, 3104, Australia"
15447,-37.8433512,145.2579969,"1/33 Begonia Av, Bayswater","Begonia Avenue, Bayswater, Melbourne, City of Knox, Victoria, 3153, Australia"
15452,-37.9827273,145.0429602,"19 Cloris Av, Beaumaris","Cloris Avenue, Beaumaris, Melbourne, City of Bayside, Victoria, 3193, Australia"
15453,-37.9826367,145.0289151,"21 Wattle Av, Beaumaris","Wattle Avenue, Beaumaris, Melbourne, City of Bayside, Victoria, 3193, Australia"
15464,-37.9131065,145.0834592,"17a Thana St, Bentleigh East","Thana Street, Bentleigh East, Melbourne, City of Glen Eira, Victoria, 3167, Australia"
15491,-37.68264875,144.9284198,"73 Waranga Cr, Broadmeadows","73, Waranga Crescent, Broadmeadows, Melbourne, City of Hume, Victoria, 3047, Australia"
15492,-37.8198229,144.8463247,"7 Stenhouse Av, Brooklyn","Stenhouse Avenue, Brooklyn, Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia"
15498,-37.7586292,144.9766974,"17 Lanark St, Brunswick East","Lanark Street, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
15499,-37.77134365,144.9745927,"18 Lord St, Brunswick East","18, Lord Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
15509,-37.731116,144.7552374,"18 Wilkins Cr, Burnside Heights","Wilkins Crescent, Tenterfield, Burnside Heights, Melbourne, City of Melton, Victoria, 3023, Australia"
15514,-37.8576523,145.1532759,"18 Worthing Av, Burwood East","Worthing Avenue, Burwood East, Melbourne, City of Whitehorse, Victoria, 3151, Australia"
15520,-37.8323068,145.0782668,"17 Hassett Av, Canterbury","Hassett Avenue, Camberwell, Canterbury, Melbourne, City of Boroondara, Victoria, 3126, Australia"
15525,-37.7338383,144.7363451,"2 Brunton Av, Caroline Springs","Brunton Avenue, Caroline Springs, Melbourne, City of Melton, Victoria, 3023, Australia"
15534,-37.9662081,145.0840881,"101 Benkel Av, Cheltenham","Benkel Avenue, Cheltenham, Heatherton, Melbourne, City of Kingston, Victoria, 3202, Australia"
15544,-37.7947577,145.0000559,"17 Reillys Wy, Clifton Hill","Reillys Way, Clifton Hill, Melbourne, City of Yarra, Victoria, 3068, Australia"
15551,-37.7224272,144.9606883,"3/16 Lorensen Av, Coburg North","Lorensen Avenue, Coburg North, Melbourne, City of Moreland, Victoria, 3058, Australia"
15556,-38.0987106,145.3016897,"2a Armoy Cl, Cranbourne East","Armoy Close, Brindalee, Cranbourne East, Clyde North, Melbourne, City of Casey, Victoria, 3977, Australia"
15561,-37.7847123,145.2893355,"3 Silvergrass Ct, Croydon","3, Silvergrass Court, Croydon, Melbourne, City of Maroondah, Victoria, 3136, Australia"
15564,-37.7750886,145.2839763,"16 Palmer Av, Croydon North","Palmer Avenue, Croydon North, Melbourne, City of Maroondah, Victoria, 3136, Australia"
15568,-37.7758128,144.7703246,"1 Neimur Av, Deer Park","Neimur Avenue, Deer Park, Cairnlea, Melbourne, City of Brimbank, Victoria, 3023, Australia"
15575,-37.7748909,145.1293386,"6 Harvest Ct, Doncaster","Harvest Court, Doncaster, Melbourne, City of Manningham, Victoria, 3108, Australia"
15576,-37.7878908,145.1347939,"36 Queens Av, Doncaster","Queens Avenue, Doncaster Hill, Doncaster, Melbourne, City of Manningham, Victoria, 3108, Australia"
15578,-37.7916387,145.1480376,"6 Calvin Cr, Doncaster East","Calvin Crescent, Doncaster East, Melbourne, City of Manningham, Victoria, 3109, Australia"
15581,-37.7739516,145.1741173,"23 Lambert Pl, Doncaster East","23, Lambert Place, Milgate Estate, Doncaster East, Melbourne, City of Manningham, Victoria, 3109, Australia"
15584,-37.8007905,145.1812594,"24 Florence Av, Donvale","Florence Avenue, Donvale, Melbourne, City of Manningham, Victoria, 3111, Australia"
15594,-37.7157186,145.1613086,"11 Hartland Wy, Eltham","Hartland Way, Woodridge, Eltham, Melbourne, Shire of Nillumbik, Victoria, 3095, Australia"
15601,-37.8772479,144.9864528,"2/16 Lindsay Av, Elwood","Lindsay Avenue, Elwood, Melbourne, City of Port Phillip, Victoria, 3184, Australia"
15608,-37.6475198,145.0424159,"3 Dryandra Av, Epping","Dryandra Avenue, Epping, Mill Park, Melbourne, City of Whittlesea, Victoria, 3082, Australia"
15609,-37.6255358,145.0185056,"3 Eclipse Av, Epping","Eclipse Avenue, Horizons 3076 Estate, Epping, Melbourne, City of Whittlesea, Victoria, 3750, Australia"
15612,-37.6334205,145.0115127,"2/24 Redding Ri, Epping","Redding Rise, Lyndarum Estate, Epping, Melbourne, City of Whittlesea, Victoria, 3076, Australia"
15622,-37.7368165,144.9034667,"3/1 Royal Av, Essendon North","Royal Avenue, Essendon North, Melbourne, City of Moonee Valley, Victoria, 3041, Australia"
15647,-37.6916903,144.8867269,"8 Aylesbury Cr, Gladstone Park","Aylesbury Crescent, Gladstone Park, Melbourne, City of Hume, Victoria, 3043, Australia"
15651,-37.8945597,145.0448832,"1/21 Wattle Av, Glen Huntly","Wattle Avenue, Glen Huntly, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
15656,,,"3/1614 High St, Glen Iris",
15666,-37.8882886,145.148851,"1/28 Leicester Av, Glen Waverley","1/28, Leicester Avenue, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
15667,-37.8747312,145.186588,"10 Lennox Av, Glen Waverley","10, Lennox Avenue, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
15668,-37.8887982,145.1732063,"39b Summit Cr, Glen Waverley","Summit Crescent, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia"
15675,-37.6968276,144.9259028,"44 Paget Av, Glenroy","Paget Avenue, Glenroy, Melbourne, City of Moreland, Victoria, 3046, Australia"
15678,-37.6948291,145.122019,"44 Albion Cr, Greensborough","Albion Crescent, Greensborough, St Helena, Melbourne, City of Banyule, Victoria, 3088, Australia"
15679,,,"50 Killarney Rdg, Greensborough",
15680,-37.7083401,145.1093726,"4/31 Paterson Cr, Greensborough","Paterson Crescent, Greensborough, Briar Hill, Melbourne, City of Banyule, Victoria, 3088, Australia"
15682,-37.6463259,144.9066716,"51 Firth Wy, Greenvale","Firth Way, Greenvale, Meadow Heights, Melbourne, City of Hume, Victoria, 3048, Australia"
15691,-37.9371037,145.0193854,"2/5 Walker Av, Hampton","Walker Avenue, Hampton, Melbourne, City of Bayside, Victoria, 3188, Australia"
15703,-37.8231151,145.0486729,"708/32 Lilydale Gr, Hawthorn East","Lilydale Grove, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
15706,-37.9532755,145.0846082,"24 Genine Av, Heatherton","Genine Avenue, Heatherton, Melbourne, City of Kingston, Victoria, 3202, Australia"
15714,-37.7414598,145.0540673,"3/26 Lawson Pde, Heidelberg Heights","Lawson Parade, Heidelberg Heights, Melbourne, City of Banyule, Victoria, 3081, Australia"
15716,-37.7451155,145.0494972,"29 Skeggs Cr, Heidelberg Heights","Skeggs Crescent, Heidelberg Heights, Melbourne, City of Banyule, Victoria, 3081, Australia"
15717,-37.7388425,145.0518925,"10 Wordsworth Av, Heidelberg Heights","Wordsworth Avenue, Heidelberg Heights, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia"
15725,-37.8618008,144.6761029,"95 Dowling Av, Hoppers Crossing","Dowling Avenue, Hoppers Crossing, Melbourne, City of Wyndham, Victoria, 3029, Australia"
15730,-37.771164,145.0482455,"3/45 Locksley Rd, Ivanhoe","Locksley Road, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia"
15763,-37.7183165,145.0730447,"3/4 Skye St, MacLeod","Skye Street, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia"
15765,-37.7905755,144.88098,"46b Suffolk St, Maidstone","Suffolk Street, Maidstone, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
15767,-37.8473163,145.0337649,"1 Wilks Av, Malvern","Wilks Avenue, Malvern, Kooyong, Melbourne, City of Stonnington, Victoria, 3144, Australia"
15769,-37.7829643,144.8969277,"42 Magazine Wy, Maribyrnong","Magazine Way, Maribyrnong, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
15776,-37.7980293,145.1768896,"503/1 Roy St, Melbourne","Roy Street, Donvale, Melbourne, City of Manningham, Victoria, 3111, Australia"
15779,,,"18 Arjun Av, Melton West",
15783,-37.9806732,145.0696208,"10/86 Collins St, Mentone","Collins Street, Mentone, Parkdale, Melbourne, City of Kingston, Victoria, 3195, Australia"
15797,-37.8150296,145.1132254,"21 Kingsley Cr, Mont Albert","Kingsley Crescent, Mont Albert, Melbourne, City of Whitehorse, Victoria, 3127, Australia"
15798,-37.8238398,145.1057531,"41 Windsor Cr, Mont Albert","Windsor Crescent, Surrey Hills, Mont Albert, Melbourne, City of Whitehorse, Victoria, 3127, Australia"
15803,-37.7730567,144.9338278,"53 Pattison St, Moonee Ponds","Pattison Street, Moonee Ponds, Travancore, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
15804,-37.7730567,144.9338278,"55 Pattison St, Moonee Ponds","Pattison Street, Moonee Ponds, Travancore, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
15810,-37.997966,145.0963483,"41a Bradshaw St, Mordialloc","Bradshaw Street, Mordialloc, Parkdale, Melbourne, City of Kingston, Victoria, 3195, Australia"
15814,-38.0022799,145.0905551,"23b Ormond St, Mordialloc","Ormond Street, Mordialloc, Parkdale, Melbourne, City of Kingston, Victoria, 3195, Australia"
15816,-38.0005472,145.1018985,"2/64 White St, Mordialloc","White Street, Mordialloc, Braeside, Melbourne, City of Kingston, Victoria, 3195, Australia"
15818,-37.8602893,145.1470731,"40 Bennett Av, Mount Waverley","Bennett Avenue, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
15823,-37.87513,145.1226967,"27 Miller Cr, Mount Waverley","Miller Crescent, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
15825,-37.8755526,145.1242126,"1/43 Windsor Av, Mount Waverley","Windsor Avenue, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
15853,-37.76654585,144.9920918,"210/231 St Georges Rd, Northcote","210, St Georges Road, Northcote, Melbourne, City of Darebin, Victoria, 3071, Australia"
15868,-37.9252976,145.0845708,"8 Salem Av, Oakleigh South","8, Salem Avenue, Oakleigh South, Melbourne, City of Kingston, Victoria, 3167, Australia"
15869,-37.9074872,145.0377653,"5/50 Glen Orme Av, Ormond","Glen Orme Avenue, McKinnon, Melbourne, City of Glen Eira, Victoria, 3204, Australia"
15878,-37.7205934,144.9306883,"1/8 Quick St, Pascoe Vale","Quick Street, Pascoe Vale, Melbourne, City of Moreland, Victoria, 3044, Australia"
15882,-37.8997598,144.7226062,"3 Treeleaf Av, Point Cook","Treeleaf Avenue, Featherbrook, Point Cook, Melbourne, City of Wyndham, Victoria, 3030, Australia"
15896,-37.7392881,145.0159012,"1/25 Inverloch St, Preston","Inverloch Street, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
15900,-37.9072778,145.163587,"4 Academy Av, Reservoir","4, Academy Avenue, Wheelers Hill, Notting Hill, Melbourne, City of Monash, Victoria, 3150, Australia"
15901,-37.7209967,145.017372,"1 Acheron Av, Reservoir","Acheron Avenue, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia"
15913,,,"104/163 Cremorne St, Richmond",
15915,-37.8118516,144.9935419,"806/8 Garfield St, Richmond","Garfield Street, Richmond, Abbotsford, Melbourne, City of Yarra, Victoria, 3121, Australia"
15922,-37.8153848,145.2152286,"15 Hillcrest Av, Ringwood","Hillcrest Avenue, Ringwood, Ringwood North, Melbourne, City of Maroondah, Victoria, 3134, Australia"
15948,-37.8359217,144.9591184,"2/143 Cecil St, South Melbourne","Cecil Street, South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia"
15952,-37.6335571,145.0694472,"43 Astair Av, South Morang","Astair Avenue, South Morang, Melbourne, City of Whittlesea, Victoria, 3752, Australia"
15953,-37.6348634,145.06868,"43 Rolain Av, South Morang","Rolain Avenue, South Morang, Melbourne, City of Whittlesea, Victoria, 3752, Australia"
15954,-37.8360326,144.9973194,"1/2 Chapel Mw, South Yarra","Chapel Mews, South Yarra, Prahran, Melbourne, City of Stonnington, Victoria, 3165, Australia"
15963,-37.7410095,144.8198372,"13 Harmon Av, St Albans","Harmon Avenue, St Albans, Melbourne, City of Brimbank, Victoria, 3021, Australia"
15970,-37.7250639,144.9187413,"3 Brosnan Cr, Strathmore","Brosnan Crescent, Strathmore, Melbourne, City of Moonee Valley, Victoria, 3041, Australia"
15981,-37.8324317,145.1022505,"1/9 Boronia St, Surrey Hills","Boronia Street, Surrey Hills, Mont Albert, Melbourne, City of Whitehorse, Victoria, 3127, Australia"
15986,-37.8451543,144.6785591,"3 Clarafield Cr, Tarneit","Clarafield Crescent, Tarneit Gardens, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia"
15990,-37.7048319,144.7921784,"10 Panamuna Av, Taylors Lakes","Panamuna Avenue, Taylors Lakes, Keilor Lodge, Melbourne, City of Brimbank, Victoria, 3038, Australia"
15993,-37.7582841,145.1590401,"9 Emerald Ri, Templestowe","Emerald Rise, Templestowe, Doncaster East, Melbourne, City of Manningham, Victoria, 3106, Australia"
